date,store_id,product_id,category,region,inventory_level,units_sold,price,discount,weather_condition,holiday_promotion,competitor_pricing,seasonality
2022-06-16,0,4,1,1,482,365,67.53,5,3,0,62.82,3
2022-06-16,0,4,4,0,299,156,28.94,0,1,1,30.08,0
2022-06-17,4,4,1,1,173,115,51.97,15,1,0,53.3,2
2022-06-17,0,4,1,1,179,74,29.41,15,0,1,25.07,2
2022-06-17,1,4,3,0,54,5,91.17,0,1,1,88.16,1
2022-06-17,2,4,1,3,388,288,38.23,20,3,0,34.0,1
2022-06-17,1,4,0,0,459,328,85.4,15,3,0,89.68,1
2022-06-17,4,4,4,0,86,30,80.45,10,1,1,83.41,2
2022-06-17,0,4,0,1,422,178,27.74,20,1,1,32.41,1
2022-06-17,2,4,2,0,238,37,40.87,0,3,0,40.28,1
2022-06-17,3,4,2,1,269,245,27.93,15,1,0,24.46,0
2022-06-17,3,4,1,0,470,295,82.32,15,2,0,86.55,3
2022-06-17,2,4,1,2,151,125,71.01,20,3,0,75.71,3
2022-06-17,1,4,3,3,389,261,93.72,5,2,0,92.74,3
2022-06-17,0,4,1,3,346,208,29.23,5,2,0,31.53,2
2022-06-17,4,4,1,3,214,143,49.84,0,2,0,51.77,3
2022-06-17,3,4,2,0,233,74,76.61,15,0,0,77.97,0
2022-06-17,2,4,1,1,318,216,94.31,20,2,1,98.8,0
2022-06-17,1,4,4,0,306,215,87.72,20,1,0,92.68,2
2022-06-17,0,4,1,0,97,58,92.08,15,3,1,90.74,2
2022-06-17,4,4,1,0,319,51,76.2,0,3,1,73.14,2
2022-06-17,3,4,1,3,164,80,27.29,15,0,1,23.83,1
2022-06-17,3,4,2,0,453,359,92.07,0,1,0,89.96,2
2022-06-17,1,4,1,0,248,214,68.12,0,3,1,68.94,2
2022-06-17,2,4,2,0,120,77,77.0,0,0,1,73.32,0
2022-06-17,4,4,2,2,141,98,36.26,15,1,0,38.85,3
2022-06-17,1,4,2,1,198,13,44.37,20,1,0,47.75,0
2022-06-17,1,4,0,3,468,379,52.38,15,0,0,55.14,2
2022-06-17,4,4,2,3,178,20,79.99,15,2,1,84.24,3
2022-06-17,0,4,4,1,94,47,46.83,5,2,1,44.21,3
2022-06-17,2,4,0,0,412,272,88.23,5,3,1,86.49,1
2022-06-17,1,4,0,2,78,21,12.46,15,0,1,8.54,3
2022-06-17,0,4,3,2,411,205,77.8,5,0,0,81.39,3
2022-06-17,4,4,3,1,445,211,81.4,20,3,1,78.69,0
2022-06-17,3,4,4,1,183,125,49.48,0,1,0,52.57,0
2022-06-17,2,4,0,0,253,226,59.76,0,2,1,61.14,3
2022-06-17,1,4,1,2,397,39,19.27,20,0,1,18.2,1
2022-06-17,0,4,1,1,437,42,77.72,20,3,0,74.21,1
2022-06-17,0,4,4,1,352,9,66.2,15,2,0,67.6,0
2022-06-17,4,4,3,0,66,47,58.4,10,1,0,56.76,2
2022-06-17,2,4,3,2,227,143,34.48,0,1,0,38.46,3
2022-06-17,0,4,3,0,124,70,76.29,0,0,1,72.29,0
2022-06-17,4,4,1,3,99,7,29.89,20,0,0,28.56,2
2022-06-17,3,4,0,0,349,325,95.01,10,0,0,90.17,2
2022-06-17,2,4,2,2,195,32,98.79,0,0,0,95.01,0
2022-06-17,1,4,0,2,297,145,91.24,5,1,1,91.74,0
2022-06-17,0,4,4,0,225,36,70.82,15,1,1,68.04,2
2022-06-17,4,4,3,0,163,151,73.0,0,2,0,77.11,3
2022-06-17,3,4,1,1,422,313,28.19,15,1,1,29.56,2
2022-06-17,2,4,3,0,102,70,74.54,5,1,0,70.13,0
2022-06-17,3,4,2,2,297,184,94.52,15,3,0,98.61,2
2022-06-17,3,4,2,0,244,149,19.09,20,1,0,17.45,3
2022-06-17,4,4,1,2,139,86,70.11,5,0,0,74.84,2
2022-06-17,2,4,2,0,281,40,23.97,5,2,0,27.71,3
2022-06-17,0,4,1,1,225,201,80.4,20,2,1,78.61,1
2022-06-17,4,4,0,3,248,15,83.99,0,2,1,81.18,0
2022-06-17,3,4,4,2,205,59,32.7,20,1,0,30.46,2
2022-06-17,2,4,3,2,478,185,34.84,0,2,0,35.28,3
2022-06-17,1,4,4,1,149,135,14.88,10,2,0,17.08,3
2022-06-17,0,4,3,3,274,183,88.95,0,0,0,84.17,2
2022-06-17,4,4,4,3,478,396,67.02,5,1,1,67.75,0
2022-06-17,3,4,4,0,489,294,97.9,0,3,0,95.47,1
2022-06-17,2,4,1,0,415,257,50.82,5,3,0,50.15,2
2022-06-17,1,4,2,2,264,118,17.64,15,1,1,20.06,2
2022-06-17,0,4,2,1,338,189,67.88,5,1,1,71.59,0
2022-06-17,4,4,0,1,481,175,82.04,15,0,1,85.35,2
2022-06-17,3,4,2,3,309,17,41.73,0,3,0,36.96,2
2022-06-17,2,4,4,2,371,325,37.36,0,0,1,32.42,1
2022-06-17,1,4,3,1,196,52,14.32,0,1,0,15.6,0
2022-06-17,0,4,2,2,229,4,64.35,20,3,0,66.14,1
2022-06-17,4,4,1,3,292,166,19.3,5,1,0,15.73,0
2022-06-17,3,4,3,1,346,224,57.23,0,2,1,53.07,3
2022-06-17,2,4,1,2,238,117,80.24,15,2,0,76.49,3
2022-06-17,1,4,3,1,95,39,52.82,0,2,1,57.72,0
2022-06-17,0,4,1,2,399,229,24.68,15,3,0,28.69,3
2022-06-17,1,4,2,2,67,22,82.21,15,3,0,77.41,0
2022-06-17,2,4,2,1,429,364,14.32,15,0,1,13.84,3
2022-06-17,3,4,3,2,71,34,30.85,0,1,1,34.95,0
2022-06-17,4,4,4,0,331,121,39.74,20,3,1,42.47,1
2022-06-17,3,4,0,0,397,213,12.13,0,3,0,14.08,0
2022-06-17,1,4,4,3,260,19,46.69,20,1,0,51.05,0
2022-06-17,0,4,3,0,180,78,35.82,5,2,0,39.51,0
2022-06-17,4,4,2,3,131,130,88.35,5,1,0,84.95,0
2022-06-17,3,4,1,2,470,147,96.4,20,0,1,94.2,0
2022-06-17,2,4,0,0,53,22,93.9,5,1,1,97.84,0
2022-06-17,1,4,4,3,74,58,52.34,0,2,1,48.58,1
2022-06-17,4,4,0,1,257,31,16.0,15,2,0,13.67,2
2022-06-17,3,4,4,1,368,70,81.7,20,0,1,86.28,1
2022-06-17,2,4,4,0,398,95,97.87,10,3,1,95.02,0
2022-06-17,1,4,3,2,225,88,61.4,0,1,1,57.02,0
2022-06-17,0,4,3,1,199,51,78.91,10,1,0,81.57,0
2022-06-17,4,4,2,3,125,117,28.7,15,1,1,24.75,3
2022-06-17,3,4,3,2,83,72,88.67,0,3,0,83.76,3
2022-06-17,2,4,1,0,292,257,75.48,15,0,0,77.2,2
2022-06-17,0,4,3,3,208,100,46.56,0,0,1,47.89,0
2022-06-17,1,4,0,0,131,5,14.46,20,1,0,19.34,1
2022-06-17,0,4,3,2,186,69,38.29,0,2,0,33.61,1
2022-06-17,4,4,2,0,271,138,59.28,20,3,1,55.2,0
2022-06-17,3,4,0,0,164,76,41.24,5,3,1,37.53,1
2022-06-17,2,4,2,0,61,8,10.24,20,3,0,7.25,1
2022-06-17,1,4,0,1,485,354,31.91,15,3,1,31.46,0
2022-06-17,0,4,4,3,409,273,61.98,5,1,0,65.42,0
2022-06-18,0,4,1,1,288,101,32.84,5,0,1,29.77,0
2022-06-18,1,4,3,1,229,24,11.59,20,3,1,14.78,2
2022-06-18,2,4,3,3,284,25,18.42,15,3,0,19.12,2
2022-06-18,2,4,0,1,384,375,88.97,10,3,0,85.33,1
2022-06-18,4,4,1,2,427,277,14.96,5,0,1,16.11,2
2022-06-18,0,4,0,3,231,87,27.6,15,1,0,26.85,1
2022-06-18,1,4,2,0,180,178,66.82,20,0,0,70.83,1
2022-06-18,4,4,4,0,319,82,13.73,15,2,1,14.87,0
2022-06-18,3,4,0,0,197,113,63.9,5,1,0,62.89,0
2022-06-18,3,4,3,0,285,204,32.16,5,3,0,30.49,1
2022-06-18,2,4,1,2,452,383,28.13,0,1,1,23.48,0
2022-06-18,1,4,2,0,351,174,43.5,15,2,1,43.87,2
2022-06-18,0,4,3,0,497,267,21.54,5,0,0,26.51,1
2022-06-18,4,4,2,3,439,21,83.53,5,2,1,82.99,0
2022-06-18,3,4,0,0,338,149,48.16,5,0,1,46.8,1
2022-06-18,2,4,0,2,473,270,24.03,10,2,0,20.48,0
2022-06-18,1,4,0,1,242,68,35.04,15,2,1,35.27,3
2022-06-18,0,4,2,0,395,246,78.52,20,2,0,77.22,3
2022-06-18,4,4,0,0,53,10,95.34,0,1,1,92.54,0
2022-06-18,3,4,1,1,73,27,10.12,5,1,0,5.61,0
2022-06-18,3,4,1,1,331,30,34.59,15,2,0,37.59,3
2022-06-18,2,4,2,2,130,112,98.97,10,3,1,100.17,2
2022-06-18,4,4,1,2,393,347,76.78,5,2,0,72.05,2
2022-06-18,1,4,0,1,425,25,83.6,5,3,0,79.94,3
2022-06-18,1,4,4,2,398,158,20.44,20,0,1,16.02,3
2022-06-18,1,4,2,2,238,230,27.29,20,2,0,29.23,0
2022-06-18,3,4,4,2,78,18,67.58,15,2,1,62.81,2
2022-06-18,2,4,1,1,344,144,11.34,0,0,0,6.61,2
2022-06-18,1,4,1,3,79,71,13.87,15,2,0,18.64,2
2022-06-18,0,4,3,1,265,122,59.29,0,1,1,58.27,2
2022-06-18,4,4,1,1,218,201,42.45,15,0,1,40.1,3
2022-06-18,3,4,1,0,158,146,51.79,15,1,1,51.18,2
2022-06-18,2,4,1,1,341,16,93.3,10,3,0,95.98,0
2022-06-18,1,4,1,1,198,49,92.99,5,3,0,96.61,0
2022-06-18,0,4,2,3,446,332,49.45,0,3,1,49.79,3
2022-06-18,0,4,1,0,72,67,61.33,20,0,0,57.0,3
2022-06-18,4,4,0,1,180,177,65.53,15,0,0,66.36,0
2022-06-18,2,4,1,2,404,199,91.76,10,3,1,92.9,0
2022-06-18,0,4,0,1,410,97,43.87,5,1,0,45.78,3
2022-06-18,4,4,2,2,366,201,98.62,20,3,0,97.36,1
2022-06-18,3,4,2,0,272,50,44.42,15,3,1,43.19,0
2022-06-18,2,4,4,1,200,1,20.29,15,1,0,22.28,3
2022-06-18,1,4,1,1,183,80,73.84,15,3,1,74.94,0
2022-06-18,0,4,4,0,386,39,54.33,20,2,0,57.27,0
2022-06-18,4,4,1,2,409,319,77.2,15,3,1,79.87,1
2022-06-18,3,4,1,1,370,366,33.29,15,2,0,35.27,0
2022-06-18,2,4,1,0,266,235,93.69,0,2,1,89.57,3
2022-06-18,3,4,2,1,294,160,65.53,0,0,1,63.05,2
2022-06-18,0,4,4,1,66,55,98.66,15,2,0,95.45,2
2022-06-18,4,4,1,2,404,102,87.45,0,2,0,88.43,1
2022-06-18,3,4,0,2,199,49,49.51,0,1,1,54.37,2
2022-06-18,1,4,0,1,421,348,79.74,20,1,1,79.49,3
2022-06-18,0,4,3,1,450,93,62.02,5,2,0,63.09,2
2022-06-18,4,4,3,3,119,115,99.59,20,3,0,102.68,2
2022-06-18,3,4,1,3,228,20,97.55,10,1,0,97.02,0
2022-06-18,2,4,0,2,473,99,46.46,5,1,0,43.31,0
2022-06-18,1,4,0,3,209,87,90.51,20,2,0,87.97,0
2022-06-18,0,4,1,2,81,8,43.97,20,3,0,42.84,2
2022-06-18,4,4,0,3,454,127,80.2,10,0,0,75.89,1
2022-06-18,3,4,1,2,182,65,55.15,0,0,0,54.44,2
2022-06-18,2,4,1,1,463,238,24.33,5,2,0,23.57,3
2022-06-18,2,4,3,3,207,204,36.65,20,3,0,35.33,1
2022-06-18,1,4,4,3,112,74,75.34,15,2,0,78.29,1
2022-06-18,4,4,3,3,243,192,30.47,10,1,0,26.54,2
2022-06-18,3,4,3,3,409,368,60.37,5,1,0,57.99,3
2022-06-18,2,4,2,0,435,188,61.54,20,0,0,61.42,0
2022-06-18,1,4,2,2,422,18,31.46,5,3,1,32.34,3
2022-06-18,0,4,0,2,291,224,49.21,5,2,1,46.85,0
2022-06-18,4,4,4,2,415,162,92.4,5,1,1,95.69,1
2022-06-18,3,4,1,2,89,31,84.8,20,0,1,85.69,1
2022-06-18,2,4,1,1,478,309,83.9,0,1,1,84.98,3
2022-06-18,1,4,1,3,353,239,16.25,5,3,1,13.12,3
2022-06-18,0,4,3,0,177,158,41.44,0,2,0,38.26,1
2022-06-18,0,4,1,3,82,66,55.72,20,2,1,57.71,0
2022-06-18,3,4,4,0,274,14,89.69,10,0,0,87.68,2
2022-06-18,4,4,3,2,399,317,23.54,0,3,1,27.78,2
2022-06-18,0,4,1,1,424,385,12.71,0,2,0,14.06,2
2022-06-18,2,4,4,2,132,10,65.15,5,0,0,67.85,1
2022-06-18,1,4,0,3,188,40,73.83,20,2,0,70.59,2
2022-06-18,0,4,3,2,388,341,31.34,10,3,0,30.97,3
2022-06-18,4,4,1,2,251,111,86.95,0,0,1,89.01,2
2022-06-18,3,4,0,3,488,11,71.06,20,1,0,73.5,0
2022-06-18,2,4,3,1,449,49,17.9,15,1,0,21.76,2
2022-06-18,4,4,3,0,390,309,26.57,5,1,1,27.5,3
2022-06-18,0,4,4,3,391,285,68.99,0,0,0,72.34,0
2022-06-18,4,4,2,1,391,92,49.97,15,0,0,48.36,1
2022-06-18,3,4,3,3,181,25,16.75,0,1,0,12.9,1
2022-06-18,2,4,4,2,284,83,82.96,0,0,0,84.83,2
2022-06-18,1,4,1,0,196,79,76.29,5,3,0,72.41,1
2022-06-18,0,4,3,1,316,108,34.02,20,0,1,35.07,1
2022-06-18,4,4,4,0,439,236,78.01,20,1,1,74.15,2
2022-06-18,3,4,1,2,50,1,59.89,5,2,0,63.94,0
2022-06-18,2,4,4,2,291,174,33.78,10,1,0,36.9,1
2022-06-18,1,4,1,0,387,308,43.09,15,1,0,44.69,3
2022-06-18,0,4,3,3,107,77,94.0,15,1,1,91.77,3
2022-06-18,4,4,0,3,197,165,18.43,5,1,1,17.93,2
2022-06-18,3,4,0,1,69,56,28.49,0,2,1,30.99,1
2022-06-18,2,4,2,1,341,22,86.92,20,0,1,86.23,0
2022-06-18,1,4,2,3,240,233,60.97,15,0,1,63.14,2
2022-06-18,1,4,1,3,311,154,44.15,10,3,0,41.64,3
2022-06-19,4,4,1,1,229,90,42.07,15,0,1,38.22,0
2022-06-19,0,4,3,0,311,26,31.33,15,2,1,29.54,1
2022-06-19,1,4,4,1,360,115,72.75,0,1,0,70.27,2
2022-06-19,2,4,0,2,82,29,84.46,15,2,0,88.79,3
2022-06-19,2,4,0,1,100,91,84.36,5,2,0,83.65,1
2022-06-19,4,4,0,0,174,136,89.16,10,2,1,86.21,3
2022-06-19,0,4,0,1,498,477,31.64,10,2,0,32.54,0
2022-06-19,1,4,0,0,150,60,91.43,0,1,0,87.87,1
2022-06-19,3,4,2,0,51,32,90.25,10,2,1,89.6,3
2022-06-19,3,4,3,1,328,302,75.14,5,3,0,74.52,0
2022-06-19,1,4,4,2,203,56,88.77,5,2,1,83.82,0
2022-06-19,1,4,0,1,229,2,24.51,20,0,0,21.52,1
2022-06-19,0,4,0,0,150,74,14.25,10,2,0,17.15,2
2022-06-19,4,4,2,2,181,130,17.19,0,3,0,20.46,0
2022-06-19,3,4,2,3,291,227,30.75,10,0,1,31.42,0
2022-06-19,2,4,2,1,359,289,27.66,15,0,1,32.36,0
2022-06-19,1,4,0,3,411,361,66.58,0,2,0,62.25,1
2022-06-19,0,4,3,0,327,306,24.95,10,0,0,26.4,0
2022-06-19,4,4,4,1,305,142,10.97,0,2,0,11.33,1
2022-06-19,3,4,0,3,307,191,72.24,15,1,1,72.94,0
2022-06-19,2,4,0,3,162,74,56.52,5,2,0,59.41,2
2022-06-19,3,4,0,3,298,191,79.47,10,1,0,83.68,3
2022-06-19,2,4,3,2,97,14,33.02,5,3,1,31.27,3
2022-06-19,4,4,0,3,261,238,43.09,0,0,1,42.18,3
2022-06-19,1,4,4,2,57,3,66.04,20,1,1,61.86,1
2022-06-19,1,4,3,2,224,145,99.65,0,0,1,100.86,1
2022-06-19,0,4,0,2,344,139,34.43,10,0,1,36.07,2
2022-06-19,3,4,1,0,178,40,20.29,15,3,0,24.23,3
2022-06-19,2,4,1,0,440,29,82.93,5,2,0,81.44,2
2022-06-19,1,4,0,2,416,144,20.41,10,0,0,22.36,0
2022-06-19,0,4,1,2,351,290,28.16,5,0,0,27.91,1
2022-06-19,4,4,4,1,267,227,20.45,20,1,1,20.45,3
2022-06-19,3,4,3,2,61,53,74.63,15,0,0,71.3,1
2022-06-19,2,4,3,3,264,62,27.02,5,2,1,29.2,3
2022-06-19,1,4,3,1,413,123,88.14,15,2,0,87.92,0
2022-06-19,0,4,4,3,59,44,51.02,15,1,1,50.26,1
2022-06-19,0,4,4,3,471,319,41.08,15,3,1,38.98,2
2022-06-19,4,4,1,2,451,436,29.97,20,3,0,29.9,2
2022-06-19,2,4,3,1,391,216,19.86,20,1,1,22.46,1
2022-06-19,0,4,4,1,347,10,83.39,10,0,0,80.42,3
2022-06-19,4,4,4,3,428,420,71.29,0,3,1,71.02,0
2022-06-19,3,4,0,0,141,51,83.69,15,2,0,83.65,1
2022-06-19,2,4,1,0,121,59,62.92,15,3,0,67.23,2
2022-06-19,1,4,0,2,246,149,63.87,20,1,1,63.02,0
2022-06-19,0,4,2,1,387,144,98.41,20,3,0,96.94,1
2022-06-19,4,4,4,3,434,29,47.61,15,0,1,45.86,2
2022-06-19,3,4,3,1,139,3,85.17,20,0,0,86.91,0
2022-06-19,2,4,3,1,262,130,67.41,15,0,0,71.22,1
2022-06-19,3,4,4,3,92,60,47.1,20,0,0,47.35,3
2022-06-19,4,4,0,2,475,177,97.03,15,1,1,98.91,3
2022-06-19,4,4,3,2,269,106,55.72,10,0,0,56.33,2
2022-06-19,2,4,4,1,139,21,53.58,10,1,1,50.56,3
2022-06-19,0,4,1,2,181,74,33.85,5,2,0,35.17,3
2022-06-19,4,4,3,0,357,261,85.66,0,2,0,88.74,3
2022-06-19,3,4,3,3,436,366,69.26,0,3,0,65.05,1
2022-06-19,2,4,2,2,141,71,45.86,10,0,0,45.54,0
2022-06-19,1,4,3,0,399,369,75.12,15,3,1,76.17,0
2022-06-19,0,4,3,0,185,172,95.26,10,3,1,95.97,0
2022-06-19,4,4,2,3,362,88,71.61,10,1,1,70.16,3
2022-06-19,3,4,0,2,83,22,91.28,10,0,0,91.9,2
2022-06-19,1,4,0,1,244,137,63.06,0,0,0,66.69,1
2022-06-19,0,4,2,0,57,14,37.15,0,0,1,39.45,1
2022-06-19,4,4,0,1,223,27,53.03,20,1,0,56.83,2
2022-06-19,3,4,0,1,193,166,12.56,5,0,1,13.3,3
2022-06-19,2,4,4,3,367,225,23.84,10,0,1,19.75,0
2022-06-19,1,4,2,0,119,88,99.73,15,1,0,99.99,0
2022-06-19,0,4,0,1,333,164,21.46,20,1,1,21.2,2
2022-06-19,4,4,4,2,185,24,43.95,10,2,0,48.76,0
2022-06-19,3,4,1,0,463,383,49.32,5,0,0,52.99,3
2022-06-19,2,4,2,3,345,215,39.69,0,0,0,38.39,0
2022-06-19,1,4,3,2,93,30,84.92,15,1,1,82.72,1
2022-06-19,0,4,4,2,104,81,75.19,20,1,1,71.22,0
2022-06-19,3,4,0,1,97,17,92.01,10,0,1,90.17,0
2022-06-19,1,4,0,0,185,87,42.22,10,1,1,45.84,2
2022-06-19,2,4,0,1,262,126,17.49,0,1,1,21.11,2
2022-06-19,2,4,2,2,350,81,97.94,15,1,1,100.34,1
2022-06-19,4,4,2,3,399,110,26.07,10,3,1,23.72,0
2022-06-19,3,4,3,1,56,0,60.89,10,0,1,61.32,2
2022-06-19,0,4,3,2,164,51,46.54,0,1,1,42.1,3
2022-06-19,4,4,1,1,144,63,92.79,0,1,1,90.72,3
2022-06-19,3,4,0,2,314,197,63.34,10,3,0,60.91,0
2022-06-19,2,4,0,2,57,21,80.58,15,3,0,76.05,3
2022-06-19,1,4,3,2,328,162,55.84,0,0,1,56.86,3
2022-06-19,0,4,1,1,204,111,65.93,15,3,0,63.21,2
2022-06-19,4,4,1,1,368,309,98.68,15,0,1,98.58,3
2022-06-19,3,4,3,0,107,96,49.21,20,2,1,53.21,1
2022-06-19,2,4,3,0,103,80,24.65,10,3,1,28.77,1
2022-06-19,1,4,3,3,71,27,17.54,15,1,1,20.56,2
2022-06-19,1,4,4,3,70,48,16.06,20,1,1,20.69,3
2022-06-19,4,4,0,3,332,281,66.44,0,3,0,68.41,2
2022-06-19,0,4,2,2,123,28,24.3,20,2,0,24.39,1
2022-06-19,1,4,0,2,153,3,38.45,10,3,1,37.14,0
2022-06-19,2,4,3,1,332,97,71.22,20,2,1,76.04,2
2022-06-19,3,4,4,1,269,111,23.7,15,0,0,25.63,3
2022-06-19,4,4,4,0,387,254,85.31,5,2,1,88.29,2
2022-06-19,0,4,0,0,472,321,22.17,0,2,1,20.01,0
2022-06-19,1,4,2,1,339,308,35.66,10,1,0,37.46,2
2022-06-19,2,4,3,2,386,148,71.21,5,3,0,74.75,0
2022-06-19,3,4,2,0,189,14,71.91,20,3,1,69.81,3
2022-06-19,0,4,1,2,146,10,94.89,20,2,0,90.09,1
2022-06-20,4,4,1,1,247,223,96.07,15,2,0,97.87,2
2022-06-20,1,4,1,1,83,14,71.81,5,1,0,70.37,3
2022-06-20,0,4,4,1,76,32,12.95,0,2,1,16.76,2
2022-06-20,4,4,3,1,90,53,79.05,5,1,0,75.97,2
2022-06-20,3,4,2,2,382,367,49.16,5,3,0,47.27,1
2022-06-20,2,4,2,2,112,40,61.31,10,2,1,65.43,3
2022-06-20,2,4,4,1,185,12,86.53,15,1,0,88.38,0
2022-06-20,1,4,2,0,199,189,99.73,15,0,1,96.77,3
2022-06-20,0,4,3,3,250,112,18.6,5,0,0,15.91,0
2022-06-20,3,4,4,3,176,143,62.93,10,3,1,67.08,1
2022-06-20,2,4,2,1,323,320,19.48,0,0,1,16.79,2
2022-06-20,1,4,1,3,315,111,44.21,0,0,1,44.69,0
2022-06-20,0,4,0,2,351,320,61.93,0,0,1,60.09,1
2022-06-20,4,4,4,0,300,283,50.25,15,2,1,47.62,1
2022-06-20,3,4,2,3,125,99,21.99,5,2,0,21.93,3
2022-06-20,1,4,3,0,483,382,98.95,5,3,0,98.92,3
2022-06-20,0,4,2,2,415,372,55.92,5,3,0,60.32,2
2022-06-20,4,4,0,1,445,152,89.1,0,2,1,89.74,3
2022-06-20,3,4,0,3,283,216,71.26,5,0,1,71.01,0
2022-06-20,2,4,1,1,419,246,25.55,15,1,1,25.49,0
2022-06-20,3,4,3,2,451,255,48.64,10,0,0,44.44,1
2022-06-20,2,4,0,1,313,283,24.86,15,1,1,25.71,2
2022-06-20,4,4,4,2,491,108,11.77,5,1,1,14.54,0
2022-06-20,1,4,0,0,106,12,38.04,5,2,1,33.59,0
2022-06-20,1,4,2,0,420,112,70.09,10,3,0,71.08,3
2022-06-20,3,4,1,3,226,31,95.45,0,1,1,91.81,0
2022-06-20,2,4,3,1,283,57,67.5,0,1,0,72.12,0
2022-06-20,1,4,2,2,73,24,70.05,10,1,1,74.66,0
2022-06-20,0,4,1,0,93,37,82.38,10,3,0,80.78,2
2022-06-20,4,4,1,0,291,187,75.33,20,1,1,75.01,2
2022-06-20,3,4,1,1,488,253,16.65,0,2,1,18.15,0
2022-06-20,2,4,0,2,448,348,93.26,20,2,0,91.73,3
2022-06-20,1,4,1,3,199,145,78.29,10,2,1,81.43,2
2022-06-20,0,4,1,3,465,416,71.87,5,3,1,68.19,0
2022-06-20,4,4,2,0,327,323,93.65,5,0,1,92.49,0
2022-06-20,0,4,3,3,123,103,22.01,5,0,0,26.46,1
2022-06-20,3,4,1,1,493,241,36.66,0,3,1,32.77,2
2022-06-20,1,4,1,3,84,80,78.98,5,0,0,75.28,2
2022-06-20,0,4,1,1,293,69,17.89,15,3,0,19.03,3
2022-06-20,4,4,4,1,472,233,49.74,0,1,0,48.57,1
2022-06-20,3,4,2,1,69,45,26.04,15,1,0,24.72,0
2022-06-20,2,4,3,0,194,131,35.07,10,3,0,31.41,1
2022-06-20,1,4,2,0,350,138,99.76,15,0,1,102.56,1
2022-06-20,0,4,3,1,311,16,92.49,10,0,1,90.75,3
2022-06-20,4,4,0,2,109,61,26.01,20,1,1,26.48,0
2022-06-20,3,4,4,1,134,96,44.91,15,2,1,46.8,1
2022-06-20,2,4,3,3,364,356,21.65,0,2,0,18.34,1
2022-06-20,2,4,1,0,440,361,40.59,15,2,0,45.46,3
2022-06-20,0,4,2,3,431,292,11.74,20,1,1,7.31,2
2022-06-20,4,4,3,0,389,145,26.47,20,2,1,29.01,0
2022-06-20,3,4,0,0,485,51,97.1,20,2,0,99.78,0
2022-06-20,1,4,1,3,380,82,78.87,20,1,0,77.36,3
2022-06-20,0,4,4,1,168,63,70.67,15,3,1,68.15,3
2022-06-20,4,4,1,3,111,103,64.32,0,0,1,65.98,3
2022-06-20,3,4,3,2,272,54,54.42,20,3,0,50.25,0
2022-06-20,2,4,1,2,122,113,63.58,15,2,1,66.6,0
2022-06-20,1,4,3,1,459,272,94.36,5,1,1,89.6,1
2022-06-20,0,4,4,3,178,1,59.92,15,1,1,63.56,0
2022-06-20,4,4,4,0,362,58,93.05,20,3,0,88.38,0
2022-06-20,3,4,4,2,454,281,59.59,10,2,1,54.75,1
2022-06-20,2,4,1,0,481,170,56.75,5,1,1,60.78,2
2022-06-20,2,4,2,2,485,236,14.46,15,3,1,19.23,2
2022-06-20,1,4,3,2,241,134,87.46,0,0,0,85.84,3
2022-06-20,4,4,0,3,494,465,76.37,10,3,0,74.49,2
2022-06-20,3,4,3,2,93,57,52.71,10,3,1,51.86,1
2022-06-20,2,4,2,2,499,158,25.75,0,3,1,23.13,1
2022-06-20,1,4,2,0,480,388,66.72,15,3,0,68.89,1
2022-06-20,0,4,1,1,186,78,79.49,5,3,1,74.51,3
2022-06-20,4,4,2,3,383,35,54.27,5,2,1,49.55,2
2022-06-20,3,4,0,2,453,200,63.88,5,1,0,66.83,1
2022-06-20,2,4,2,3,473,237,40.5,15,1,1,38.39,1
2022-06-20,1,4,4,3,293,293,53.07,0,2,0,57.29,3
2022-06-20,0,4,2,1,76,5,87.7,5,2,1,87.53,3
2022-06-20,0,4,4,1,57,27,44.24,0,0,1,46.73,2
2022-06-20,3,4,0,0,72,30,71.6,0,0,1,66.89,1
2022-06-20,4,4,2,1,143,67,55.11,20,3,1,50.68,1
2022-06-20,0,4,4,2,482,458,93.21,0,2,0,93.32,1
2022-06-20,2,4,4,3,416,233,63.67,5,2,1,59.92,3
2022-06-20,1,4,3,1,106,64,49.04,20,2,1,45.39,2
2022-06-20,0,4,1,1,333,275,26.65,0,1,1,31.16,0
2022-06-20,4,4,2,1,466,106,21.3,15,1,0,21.14,1
2022-06-20,3,4,2,3,370,365,97.15,20,0,1,92.55,0
2022-06-20,2,4,1,1,193,92,58.11,0,2,0,57.78,3
2022-06-20,1,4,2,1,193,33,77.39,0,3,1,75.56,0
2022-06-20,0,4,0,0,332,142,39.5,15,3,0,42.51,1
2022-06-20,4,4,1,1,418,200,80.3,10,1,0,84.66,1
2022-06-20,3,4,3,3,406,71,33.27,20,1,0,32.72,3
2022-06-20,2,4,0,1,57,48,33.49,5,0,0,36.49,0
2022-06-20,4,4,1,0,476,468,68.59,15,2,1,72.78,0
2022-06-20,0,4,3,0,338,6,35.39,15,0,1,38.82,2
2022-06-20,4,4,1,3,375,328,40.47,0,3,0,42.7,0
2022-06-20,3,4,4,3,410,390,67.85,20,3,1,70.8,3
2022-06-20,2,4,1,2,372,204,59.03,20,0,0,58.1,1
2022-06-20,1,4,3,1,208,121,64.54,0,1,1,62.61,0
2022-06-20,0,4,0,2,379,327,36.73,10,3,0,36.0,2
2022-06-20,4,4,4,1,192,177,90.26,0,2,1,92.73,0
